 8.0000    2590.62964  265.05310  0.04497  0.08706 -0.05151  0.10685 2.46667  2.96667 264.98961 0.00000 0.00000 0 0 0 42481.76172
 8.0500    2577.40674  265.68732  0.04379  0.08738 -0.05200  0.10695 2.46667  2.96667 265.62326 0.00000 0.00000 0 0 0 42682.87891
 8.1000    2564.15161  266.31955  0.04261  0.08769 -0.05250  0.10706 2.46667  2.96667 266.25492 0.00000 0.00000 0 0 0 42883.87891
 8.1500    2550.86401  266.94980  0.04143  0.08801 -0.05299  0.10716 2.46667  2.96667 266.88458 0.00000 0.00000 0 0 0 43084.75781
 8.2000    2537.54395  267.57797  0.04024  0.08832 -0.05348  0.10726 2.46667  2.96667 267.51224 0.00000 0.00000 0 0 0 43285.48438
 8.2500    2524.19214  268.20416  0.03906  0.08863 -0.05398  0.10736 2.46667  2.96667 268.13788 0.00000 0.00000 0 0 0 43486.08594
 8.3000    2510.80786  268.82834  0.03787  0.08894 -0.05447  0.10746 2.46667  2.96667 268.76151 0.00000 0.00000 0 0 0 43686.54297
 8.3500    2497.39160  269.45047  0.03669  0.08925 -0.05497  0.10756 2.46667  2.96667 269.38312 0.00000 0.00000 0 0 0 43886.85156
 8.4000    2483.94385  270.07056  0.03550  0.08955 -0.05546  0.10767 2.46667  2.96667 270.00270 0.00000 0.00000 0 0 0 44086.99609
 8.4500    2470.46411  270.68863  0.03431  0.08986 -0.05596  0.10777 2.46667  2.96667 270.62025 0.00000 0.00000 0 0 0 44287.00000
 8.5000    2456.95264  271.30466  0.03312  0.09016 -0.05645  0.10787 2.46667  2.96667 271.23576 0.00000 0.00000 0 0 0 44486.83203
 8.5500    2443.40967  271.91861  0.03192  0.09046 -0.05695  0.10797 2.46667  2.96667 271.84921 0.00000 0.00000 0 0 0 44686.49219
 8.6000    2429.83521  272.52914  0.03073  0.09076 -0.05745  0.10806 2.46667  2.96667 272.45926 0.00000 0.00000 0 0 0 44885.53125
 8.6500    2416.22998  273.13522  0.02954  0.09106 -0.05794  0.10816 2.46667  2.96667 273.06487 0.00000 0.00000 0 0 0 45083.59375
 8.7000    2402.59326  273.73691  0.02834  0.09136 -0.05844  0.10826 2.46667  2.96667 273.66606 0.00000 0.00000 0 0 0 45280.70313
 8.7500    2388.92603  274.33417  0.02714  0.09165 -0.05893  0.10836 2.46667  2.96667 274.26284 0.00000 0.00000 0 0 0 45476.82813
 8.8000    2375.22778  274.92703  0.02592  0.09194 -0.05943  0.10846 2.46667  2.96667 274.85520 0.00000 0.00000 0 0 0 45671.98438
 8.8500    2361.49951  275.51544  0.02470  0.09223 -0.05992  0.10856 2.46667  2.96667 275.44317 0.00000 0.00000 0 0 0 45866.13672
 8.9000    2347.74121  276.09949  0.02348  0.09252 -0.06042  0.10865 2.46667  2.96667 276.02673 0.00000 0.00000 0 0 0 46059.30859
 8.9500    2333.95288  276.67911  0.02224  0.09281 -0.06091  0.10875 2.46667  2.96667 276.60591 0.00000 0.00000 0 0 0 46251.46875
 9.0000    2320.10498  277.23798  0.02100  0.09339 -0.06139  0.10883 2.46667  2.96667 277.18070 0.00000 0.00000 0 0 0 46437.34375
 9.0500    2306.25781  277.80890  0.01975  0.09367 -0.06188  0.10892 2.46667  2.96667 277.75114 0.00000 0.00000 0 0 0 46627.52344
